StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_10,Q4_11,Q4_12,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q7_1
2024-04-19 11:51:26,2024-04-19 11:55:43,0,128.250.0.215,100,257,1,2024-04-19 11:55:44,R_4hg5edJQyZAt1Il,,,,,-37.8159,144.9669,anonymous,EN,2,3,4,2,3,3,1,2,16,8,7,8,8,7,8,7,8,4,6
2024-04-19 11:55:55,2024-04-19 11:57:28,0,128.250.0.215,100,93,1,2024-04-19 11:57:29,R_4wbsVpUYw5lWj4M,,,,,-37.8159,144.9669,anonymous,EN,2,3,3,2,3,4,3,2,17,8,8,8,7,8,8,7,7,9,8
2024-04-19 13:32:35,2024-04-19 13:36:41,0,128.250.0.215,100,245,1,2024-04-19 13:36:41,R_4HHtSpXHEjRfRnv,,,,,-37.8159,144.9669,anonymous,EN,3,5,1,,,3,1,,18,8,8,8,5,5,6,8,4,2,9
2024-04-19 13:36:50,2024-04-19 13:38:45,0,128.250.0.215,100,114,1,2024-04-19 13:38:45,R_4o54vwSNan3Ggf7,,,,,-37.8159,144.9669,anonymous,EN,3,5,2,,,3,,2,20,7,7,8,5,5,5,8,5,1,9
2024-04-19 13:39:08,2024-04-19 13:40:39,0,128.250.0.215,100,90,1,2024-04-19 13:40:39,R_4a4BR8aWP59unGV,,,,,-37.8159,144.9669,anonymous,EN,3,1,4,1,1,2,2,4,15,5,6,7,6,6,6,6,4,7,7
2024-04-19 13:40:59,2024-04-19 13:42:58,0,128.250.0.215,100,119,1,2024-04-19 13:42:59,R_4OcYnVWhRyQU22q,,,,,-37.8159,144.9669,anonymous,EN,3,5,3,,,1,,2,18,6,6,6,6,6,6,7,6,2,7
2024-04-19 13:43:18,2024-04-19 13:44:29,0,128.250.0.215,100,70,1,2024-04-19 13:44:29,R_4MAtLvJ99rAF7vR,,,,,-37.8159,144.9669,anonymous,EN,3,1,3,,,,,3,17,5,6,5,6,5,6,5,4,6,5
2024-04-19 13:44:48,2024-04-19 13:46:34,0,128.250.0.215,100,106,1,2024-04-19 13:46:35,R_4tOZKcu2tNcdxTP,,,,,-37.8159,144.9669,anonymous,EN,3,5,4,,,,,3,18,7,6,7,5,6,5,6,6,1,8
2024-04-19 13:46:54,2024-04-19 13:48:12,0,128.250.0.215,100,78,1,2024-04-19 13:48:13,R_4L7qTLOUXymYrTz,,,,,-37.8159,144.9669,anonymous,EN,3,1,2,,,3,,2,20,8,7,8,7,6,7,8,5,8,7
2024-04-19 13:48:30,2024-04-19 13:49:30,0,128.250.0.215,100,59,1,2024-04-19 13:49:30,R_4lk5o6616A7WEbn,,,,,-37.8159,144.9669,anonymous,EN,3,3,1,,,,,2,19,6,5,6,5,6,6,6,5,5,5
2024-04-19 13:49:47,2024-04-19 13:50:36,0,128.250.0.215,100,48,1,2024-04-19 13:50:36,R_4SZyToVrDSsQWB3,,,,,-37.8159,144.9669,anonymous,EN,3,1,1,,,,,1,20,7,7,7,7,6,7,7,5,7,7
2024-04-19 13:50:55,2024-04-19 13:52:07,0,128.250.0.215,100,72,1,2024-04-19 13:52:07,R_4TFQME0bp8Sj07H,,,,,-37.8159,144.9669,anonymous,EN,3,3,2,,,,,,20,7,6,7,6,6,6,7,6,6,6
2024-04-19 13:52:26,2024-04-19 13:53:37,0,128.250.0.215,100,71,1,2024-04-19 13:53:38,R_4mdZ6ZNosAsjpZn,,,,,-37.8159,144.9669,anonymous,EN,3,3,4,,2,,,4,20,5,6,6,5,5,6,6,5,4,4
2024-04-19 13:54:06,2024-04-19 13:55:04,0,128.250.0.215,100,58,1,2024-04-19 13:55:05,R_4EVLMIbhzPeFkrL,,,,,-37.8159,144.9669,anonymous,EN,3,3,3,,,,,2,19,6,6,7,6,6,6,7,7,2,7
